no_letter,no_digit,no_special _char,no_keyword,length,entropy,no_semicolon,no_single_ qout,no_double_ qout,no_percentage,whit_ space,no_punctuation,no_logical _operat,no_operat,no_or,no_and,no_comment,no_null Value in the SQL Query,label
43,0,0,4,61,4.567242858,0,4,0,0,12,5,1,3,2,0,0,0,0
51,0,0,4,69,4.650798764,0,4,0,0,12,5,0,3,1,0,0,0,0
33,0,0,4,45,4.408411152,0,2,0,0,9,3,1,2,1,0,0,0,0
56,0,2,3,85,4.503621974,0,6,0,0,18,7,0,4,2,1,0,0,0
49,0,0,6,69,4.543596641,0,4,0,0,14,5,2,3,0,1,0,0,0
34,0,0,5,41,4.533785236,0,0,0,0,7,1,0,1,2,0,0,0,0
33,0,0,5,41,4.32325025,0,0,0,0,8,1,0,1,1,0,0,0,0
29,0,0,5,38,4.217368054,0,0,0,0,9,2,0,1,1,0,0,0,0
37,0,0,8,48,4.360087761,0,0,0,0,11,2,1,1,1,0,0,0,0
82,0,4,7,130,4.572946471,0,13,0,0,21,24,3,0,2,0,0,0,0
57,0,4,7,84,4.575541116,0,6,0,0,14,10,3,0,1,0,0,0,0
44,0,0,6,55,4.61701244,0,0,0,0,12,2,2,0,0,0,0,1,0
54,0,0,7,65,4.69461762,0,0,0,0,12,2,1,0,1,0,0,1,0
53,0,0,4,73,4.464983422,0,4,0,0,14,5,0,3,2,0,0,0,0
32,0,0,5,46,4.273349456,0,4,0,0,10,4,1,2,0,0,0,0,0
35,0,0,5,44,4.371379278,0,2,0,0,7,2,1,1,0,0,0,0,0
13,0,0,2,15,3.456564762,0,0,0,0,3,0,0,0,0,0,0,0,0
22,0,2,2,30,4.189898095,0,0,0,0,7,0,0,0,0,0,0,0,0
30,0,2,2,41,4.089259322,0,0,0,0,9,1,0,1,0,0,0,0,0
18,1,0,3,25,3.939470571,0,0,0,0,6,1,0,1,0,0,0,0,0
17,1,0,2,23,4.001822826,0,0,0,0,5,1,0,1,0,0,0,0,0
33,1,0,2,43,4.111629289,0,0,0,0,9,1,0,1,0,0,0,0,0
28,2,0,3,37,3.992708771,0,0,0,0,7,1,0,1,0,0,0,0,0
34,1,0,4,48,4.40726823,0,2,0,0,10,3,0,2,1,0,0,0,0
34,1,0,4,48,4.323934896,0,2,0,0,10,3,0,2,0,0,0,0,0
48,1,0,3,65,4.312236805,0,2,0,0,13,3,0,2,0,0,0,0,0
29,0,2,6,39,4.259761193,0,0,0,0,9,0,1,0,0,0,0,0,0
28,0,2,6,38,4.155565013,0,0,0,0,9,0,1,0,0,0,0,0,0
29,0,2,2,40,4.071928095,0,0,0,0,9,1,0,1,0,1,0,0,0
56,2,0,3,74,4.457364293,0,0,0,0,14,3,0,3,0,0,0,0,0
32,1,0,2,43,4.10638365,0,0,0,0,9,2,0,2,0,0,0,0,0
58,3,0,4,78,4.26311008,0,0,0,0,16,2,0,2,0,0,0,0,0
82,5,0,4,111,4.255016645,0,0,0,0,22,3,0,3,0,0,0,0,0
60,3,0,4,79,4.313992339,0,0,0,0,15,2,0,2,0,0,0,0,0
51,1,0,5,70,4.509426891,0,2,0,0,14,4,1,3,0,0,0,0,0
34,1,0,4,48,4.365601563,0,2,0,0,10,3,0,2,0,0,0,0,0
46,1,0,3,63,4.363807852,0,2,0,0,13,3,0,2,0,0,0,0,0
27,0,2,4,35,4.436006945,0,0,0,0,7,0,1,0,0,0,0,0,0
41,0,2,6,55,4.561006705,0,2,0,1,9,3,2,2,0,0,0,0,0
38,0,4,3,53,4.27870092,0,0,0,0,12,0,0,0,0,0,0,0,0
38,0,4,5,53,4.391908468,0,0,0,0,12,0,1,0,0,0,0,0,0
37,0,4,3,52,4.362679664,0,0,0,0,12,0,0,0,0,0,0,0,0
24,0,2,3,32,4.265319531,0,0,0,0,7,0,0,0,0,0,0,0,0
26,0,2,3,34,4.219528282,0,0,0,0,7,0,0,0,1,0,0,0,0
23,0,2,3,31,4.32484873,0,0,0,0,7,0,0,0,0,0,0,0,0
42,0,0,6,54,4.525914762,0,2,0,1,9,3,2,2,0,0,0,0,0
36,0,0,4,48,4.542962242,0,2,0,2,8,3,1,3,0,0,0,0,0
40,0,2,6,54,4.711099947,0,2,0,1,9,3,3,2,0,0,0,0,0
49,0,2,5,71,4.570974615,0,6,0,0,13,9,2,1,0,0,0,0,0
43,0,2,6,66,4.547515521,0,6,0,0,14,9,3,1,0,0,0,0,0
52,0,2,5,67,4.507826086,0,0,0,0,13,1,1,1,0,0,0,0,0
40,4,0,5,54,4.529316956,0,0,0,0,10,1,1,1,0,1,0,0,0
37,4,0,6,52,4.308506249,0,0,0,0,11,1,2,1,0,1,0,0,0
50,0,0,4,64,4.547879735,0,4,0,0,10,5,1,1,0,2,0,0,0
56,0,0,5,70,4.672779489,0,0,4,0,10,1,1,1,0,1,0,0,0
58,0,0,6,73,4.700166088,0,4,0,0,11,5,3,1,0,1,0,0,0
49,16,0,4,79,4.761926794,0,0,0,0,11,5,1,5,0,1,0,0,0
34,16,0,5,68,4.603114356,0,4,0,0,10,9,1,5,0,1,0,0,0
38,0,4,5,53,4.391908468,0,0,0,0,12,0,1,0,1,0,0,0,0
25,0,2,3,33,4.210764574,0,0,0,0,7,0,0,0,0,0,0,0,0
26,0,2,3,34,4.337175341,0,0,0,0,7,0,0,0,0,0,0,0,0
23,0,2,4,31,4.32484873,0,0,0,0,7,0,1,0,0,0,0,0,0
39,16,0,4,73,4.807143778,0,4,0,0,10,9,1,5,0,1,0,0,0
45,0,0,3,54,4.637025873,0,0,0,0,10,1,0,0,0,0,0,0,0
36,0,0,3,45,4.436080318,0,0,0,0,10,1,0,0,0,0,0,0,0
43,0,2,3,54,4.372090568,0,0,0,0,10,1,0,0,1,0,0,0,0
48,0,0,3,81,4.266362311,0,6,0,0,20,9,0,6,1,0,0,0,0
30,0,2,4,40,4.23418372,0,0,0,0,9,0,2,0,0,0,0,0,0
109,0,4,4,141,4.817981071,0,0,0,0,20,8,4,2,1,0,0,0,0
27,0,2,4,37,4.216078028,0,0,0,0,9,0,2,0,1,0,0,0,0
90,0,0,6,109,4.796864395,0,0,0,0,15,5,3,1,3,0,0,0,0
32,0,1,4,40,4.261768796,0,0,0,0,8,0,1,0,0,0,0,0,0
128,0,0,7,151,4.681045989,0,0,0,0,16,8,1,1,5,0,0,0,0
46,0,2,5,57,4.599490672,0,0,0,0,10,0,1,0,0,0,0,0,0
28,0,2,4,38,4.431623566,0,0,0,0,7,2,0,0,0,0,0,0,0
31,0,2,3,40,4.430640984,0,0,0,0,8,0,1,0,0,0,0,0,0
35,0,4,3,50,4.172585734,0,0,0,0,12,0,1,0,0,0,0,0,0
33,0,2,6,43,4.414409522,0,0,0,0,9,0,3,0,0,0,0,0,0
39,0,2,3,51,4.300382823,0,0,0,0,11,0,0,0,0,0,0,0,0
66,0,0,7,77,4.712716563,0,0,0,0,12,0,0,0,1,0,0,0,0
57,0,0,7,69,4.356439631,0,0,0,0,13,0,1,0,1,0,0,0,0
76,0,0,6,94,4.798211886,0,2,0,0,15,4,2,1,1,0,0,0,0
36,0,2,3,49,4.52860207,0,0,0,0,12,1,0,0,1,0,0,0,0
99,0,4,7,125,4.887444007,0,0,0,0,18,5,3,1,3,0,0,0,0
40,2,0,2,52,4.139699036,0,0,0,0,10,1,0,1,0,0,0,0,0
12,0,0,1,13,3.546593564,0,0,0,0,2,0,0,0,0,0,0,0,0
15,0,0,2,19,3.892407119,0,0,0,0,4,1,0,1,0,0,0,0,0
23,0,0,2,26,4.180832987,0,0,0,0,4,0,0,0,0,0,0,0,0
28,0,0,4,32,4.288909766,0,0,0,0,5,0,1,0,0,0,0,0,0
44,0,2,6,53,4.498462729,0,0,0,0,8,0,1,0,0,0,0,0,0
17,0,2,3,26,3.87314068,0,0,0,0,7,1,0,1,0,0,0,0,0
33,0,2,4,42,4.221811245,0,0,0,0,8,0,1,0,0,0,0,0,0
16,0,0,2,20,3.98418372,0,0,0,0,4,1,0,1,0,0,0,0,0
29,0,0,3,40,4.361768796,0,2,0,0,8,3,0,2,0,0,0,0,0
26,0,0,4,37,4.117389259,0,2,0,0,8,3,1,2,0,0,0,0,0
30,0,0,3,39,4.371261592,0,0,0,0,8,1,0,2,0,0,0,0,0
48,0,0,4,66,4.668505706,0,4,0,0,12,5,0,3,0,1,0,0,0
44,0,0,3,62,4.517530217,0,4,0,0,12,5,0,3,1,0,0,0,0
39,0,0,6,57,4.458882816,0,4,0,0,12,5,2,3,1,0,0,0,0
34,0,0,6,46,4.480083695,0,2,0,0,9,3,2,2,0,0,0,0,0
59,0,2,4,88,4.608918951,0,6,0,0,18,7,0,4,1,1,0,0,0
55,0,0,5,75,4.573554472,0,4,0,0,14,5,2,3,0,1,0,0,0
31,0,0,5,38,4.233997908,0,0,0,0,7,1,2,1,1,0,0,0,0
31,0,0,6,39,4.146777297,0,0,0,0,8,1,0,1,1,0,0,0,0
36,0,0,6,45,4.560383164,0,0,0,0,9,2,1,1,1,0,0,0,0
47,0,0,9,58,4.460418064,0,0,0,0,11,2,1,1,1,0,0,0,0
100,0,4,6,148,4.739404193,0,13,0,0,21,24,3,0,0,0,0,0,0
51,0,4,7,78,4.573994599,0,6,0,0,14,10,2,0,0,0,0,0,0
57,0,0,7,68,4.748365047,0,0,0,0,12,2,2,0,0,0,0,1,0
48,0,0,9,59,4.581050041,0,0,0,0,12,2,3,0,0,0,0,1,0
43,0,0,5,63,4.325865638,0,4,0,0,14,5,1,3,1,0,0,0,0
40,0,0,4,54,4.414803651,0,4,0,0,10,4,0,2,0,0,0,0,0
18,0,0,2,22,4.061482187,0,0,0,0,4,1,0,1,0,0,0,0,0
33,0,0,3,42,4.347691161,0,2,0,0,7,2,0,1,0,0,0,0,0
15,0,0,2,17,3.690116518,0,0,0,0,3,0,0,0,0,0,0,0,0
22,0,2,2,30,4.189898095,0,0,0,0,7,0,0,0,0,0,0,0,0
32,0,2,3,43,4.216962429,0,0,0,0,9,1,0,1,0,0,0,0,0
21,1,0,3,28,4.00862178,0,0,0,0,6,1,0,1,0,0,0,0,0
15,1,0,2,21,3.820888851,0,0,0,0,5,1,0,1,1,0,0,0,0
25,2,0,3,34,4.02085512,0,0,0,0,7,1,0,1,0,0,0,0,0
44,2,0,2,56,4.358095717,0,0,0,0,10,1,0,1,0,0,0,0,0
38,1,0,4,52,4.492863035,0,2,0,0,10,3,0,2,0,0,0,0,0
35,1,0,5,49,4.46105015,0,2,0,0,10,3,0,2,0,0,0,0,0
50,1,0,3,67,4.507826086,0,2,0,0,13,3,0,2,0,0,0,0,0
35,0,2,5,45,4.408411152,0,0,0,0,9,0,1,0,0,0,0,0,0
36,0,2,5,46,4.316827717,0,0,0,0,9,0,1,0,2,0,0,0,0
36,0,2,2,47,4.347038054,0,0,0,0,9,1,0,1,0,0,0,0,0
50,2,0,3,68,4.138796013,0,0,0,0,14,3,0,3,0,0,0,0,0
33,1,0,2,44,4.124093266,0,0,0,0,9,2,0,2,0,0,0,0,0
58,3,0,3,78,4.186187003,0,0,0,0,16,2,0,2,1,0,0,0,0
79,5,0,4,108,4.207494668,0,0,0,0,22,3,1,3,0,0,0,0,0
58,3,0,3,77,4.287067101,0,0,0,0,15,2,0,2,0,0,0,0,0
48,1,0,4,67,4.474521409,0,2,0,0,14,4,0,3,0,0,0,0,0
35,1,0,4,49,4.36401163,0,2,0,0,10,3,0,2,0,0,0,0,0
47,1,0,3,64,4.47423843,0,2,0,0,13,3,0,2,0,0,0,0,0
24,0,2,4,32,4.265319531,0,0,0,0,7,0,0,0,0,0,0,0,0
42,0,2,7,56,4.707182771,0,2,0,1,9,3,2,2,0,0,0,0,0
42,0,4,4,57,4.366863298,0,0,0,0,12,0,1,0,0,0,0,0,0
38,0,4,5,53,4.354172619,0,0,0,0,12,0,1,0,1,0,0,0,0
37,0,4,3,52,4.300273655,0,0,0,0,12,0,0,0,1,0,0,0,0
25,0,2,3,33,4.271370634,0,0,0,0,7,0,0,0,0,0,0,0,0
27,0,2,4,35,4.286146588,0,0,0,0,7,0,0,0,0,0,0,0,0
21,0,2,3,29,4.25419565,0,0,0,0,7,0,0,0,0,0,0,0,0
37,0,0,6,49,4.408191161,0,2,0,1,9,3,3,2,1,0,0,0,0
36,0,0,5,48,4.542962242,0,2,0,2,8,3,1,3,0,0,0,0,0
34,0,2,5,48,4.593094991,0,2,0,1,9,3,2,2,0,0,0,0,0
46,0,2,4,68,4.63771177,0,6,0,0,13,9,3,1,0,0,0,0,0
40,0,2,5,63,4.472613455,0,6,0,0,14,9,2,1,0,0,0,0,0
46,0,2,4,61,4.409524427,0,0,0,0,13,1,1,1,0,0,0,0,0
35,4,0,4,49,4.233269345,0,0,0,0,10,1,1,1,0,1,0,0,0
40,4,0,5,55,4.465349888,0,0,0,0,11,1,2,1,0,1,0,0,0
52,0,0,5,66,4.624839809,0,4,0,0,10,5,2,1,0,1,0,0,0
45,0,0,7,59,4.498056872,0,0,4,0,10,1,2,1,0,1,0,0,0
51,0,0,6,66,4.580072863,0,4,0,0,11,5,2,1,0,1,0,0,0
52,16,0,4,82,4.921398122,0,0,0,0,10,5,1,5,0,1,0,0,0
34,16,0,5,68,4.603114356,0,4,0,0,10,9,1,5,0,1,0,0,0
34,0,4,3,49,4.154229787,0,0,0,0,12,0,0,0,0,0,0,0,0
32,0,2,4,40,4.415311532,0,0,0,0,7,0,0,0,0,0,0,0,0
35,0,2,4,43,4.58290051,0,0,0,0,7,0,0,0,0,0,0,0,0
25,0,2,3,33,4.331976695,0,0,0,0,7,0,0,0,0,0,0,0,0
33,16,0,4,67,4.559586251,0,4,0,0,10,9,1,5,0,1,0,0,0
34,0,0,3,43,4.257319115,0,0,0,0,10,1,0,0,0,0,0,0,0
43,0,0,4,52,4.541503901,0,0,0,0,10,1,0,0,0,0,0,0,0
38,0,2,4,49,4.491861885,0,0,0,0,10,1,1,0,0,0,0,0,0
48,0,0,3,81,4.300373268,0,6,0,0,20,9,0,6,2,0,0,0,0
31,0,2,5,41,4.229145602,0,0,0,0,9,0,2,0,0,0,0,0,0
104,0,4,5,136,4.736293978,0,0,0,0,20,8,5,2,3,0,0,0,0
28,0,2,4,38,4.050301855,0,0,0,0,10,0,1,0,0,0,0,0,0
97,0,0,7,116,4.808132951,0,0,0,0,15,5,2,1,2,0,0,0,0
27,0,1,4,35,4.22495489,0,0,0,0,8,0,1,0,0,0,0,0,0
132,0,0,8,155,4.635352233,0,0,0,0,16,8,2,1,5,0,0,0,0
33,0,2,4,44,4.259568266,0,0,0,0,10,0,1,0,0,0,0,0,0
30,0,2,4,40,4.63418372,0,0,0,0,8,2,0,0,0,0,0,0,0
25,0,2,4,34,4.215360357,0,0,0,0,8,0,0,0,0,0,0,0,0
38,0,4,3,53,4.212478751,0,0,0,0,12,0,0,0,0,0,0,0,0
30,0,2,5,40,4.23418372,0,0,0,0,9,0,2,0,0,0,0,0,0
38,0,2,2,50,4.299470571,0,0,0,0,11,0,0,0,1,0,0,0,0
59,0,0,7,70,4.69473622,0,0,0,0,12,0,0,0,1,0,0,0,0
57,0,0,7,69,4.512307566,0,0,0,0,13,0,1,0,1,0,0,0,0
87,0,0,7,105,4.884142386,0,2,0,0,15,4,1,1,2,1,0,0,0
42,0,2,4,55,4.531740514,0,0,0,0,13,1,0,0,0,0,0,0,0
99,0,4,6,125,4.821421938,0,0,0,0,19,5,3,1,4,0,0,0,0
13,0,0,1,14,3.521640636,0,0,0,0,2,0,0,0,0,0,0,0,0
19,0,0,2,23,4.023136956,0,0,0,0,4,1,0,1,0,0,0,0,0
20,0,0,3,23,4.023136956,0,0,0,0,4,0,0,0,0,0,0,0,0
28,0,0,5,32,4.163909766,0,0,0,0,5,0,1,0,0,0,0,0,0
39,0,2,5,48,4.534829752,0,0,0,0,8,0,1,0,0,0,0,0,0
21,0,2,3,30,3.989898095,0,0,0,0,7,1,0,1,0,0,0,0,0
29,0,2,4,38,4.059473317,0,0,0,0,8,0,1,0,0,0,0,0,0
18,0,0,2,22,4.061482187,0,0,0,0,4,1,0,1,0,0,0,0,0
34,0,0,4,45,4.43293122,0,2,0,0,8,3,1,2,0,0,0,0,0
31,0,0,5,42,4.44823446,0,2,0,0,8,3,2,2,0,0,0,0,0
31,0,0,3,40,4.280640984,0,0,0,0,8,1,0,2,1,0,0,0,0
46,0,0,3,64,4.663069956,0,4,0,0,12,5,0,3,0,1,0,0,0
48,0,0,4,66,4.481164373,0,4,0,0,12,5,1,3,1,0,0,0,0
45,0,0,4,63,4.444215276,0,4,0,0,12,5,1,3,1,0,0,0,0
35,0,0,4,47,4.413958203,0,2,0,0,9,3,1,2,1,0,0,0,0
65,0,2,6,94,4.679260598,0,6,0,0,18,7,4,4,1,1,0,0,0
53,0,0,5,73,4.516607897,0,4,0,0,14,5,2,3,0,1,0,0,0
27,0,0,5,34,4.175123135,0,0,0,0,7,1,1,1,1,0,0,0,0
31,0,0,6,39,4.146777297,0,0,0,0,8,1,0,1,1,0,0,0,0
37,0,0,6,46,4.438428326,0,0,0,0,9,2,1,1,1,0,0,0,0
41,0,0,8,52,4.478345968,0,0,0,0,11,2,0,1,1,0,0,0,0
92,0,4,8,140,4.499227254,0,13,0,0,21,24,3,0,0,1,0,0,0
57,0,4,5,84,4.62166377,0,6,0,0,14,10,2,0,0,0,0,0,0
56,0,0,6,67,4.57335384,0,0,0,0,12,2,0,0,1,0,0,1,0
51,0,0,7,62,4.562200141,0,0,0,0,12,2,1,0,0,0,0,1,0
48,0,0,4,68,4.54490618,0,4,0,0,14,5,0,3,0,0,0,0,0
44,0,0,5,58,4.336176469,0,4,0,0,10,4,0,2,1,0,0,0,0
14,0,0,2,18,3.794653474,0,0,0,0,4,1,0,1,0,0,0,0,0
28,0,0,4,37,4.131769501,0,2,0,0,7,2,1,1,1,0,0,0,0
18,0,0,2,20,3.646439345,0,0,0,0,3,0,0,0,1,0,0,0,0
19,0,2,2,27,3.884155095,0,0,0,0,7,0,0,0,0,0,0,0,0
31,0,2,3,42,4.201841232,0,0,0,0,9,1,0,1,0,0,0,0,0
17,1,0,3,24,3.851227481,0,0,0,0,6,1,0,1,0,0,0,0,0
21,1,0,2,24,3.970175521,0,0,0,0,1,2,2,0,0,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
18,2,0,0,26,3.796217603,0,0,0,0,4,3,0,0,0,0,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
0,5,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,0,0,8,2.75,0,0,0,0,1,1,0,1,0,0,0,0,0
7,0,0,0,7,2.128085279,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,1,9,2.503258335,0,0,0,0,1,0,1,0,0,0,0,0,0
0,4,0,0,4,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
7,3,0,0,10,3.121928095,0,0,0,0,1,0,0,0,0,0,0,0,0
12,0,0,0,14,3.235926351,0,0,0,0,3,0,0,0,0,0,0,0,0
26,0,0,0,29,3.88333746,0,0,0,0,1,3,0,0,0,0,0,0,0
1,8,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
16,2,0,2,23,3.675310869,0,0,0,0,4,2,1,0,0,0,0,0,0
13,0,0,1,15,3.373557262,0,0,0,0,3,0,0,0,0,0,0,0,0
0,5,0,0,5,1.521928095,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,0,0,8,3,0,0,0,0,1,1,0,1,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
3,3,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,5,1.370950594,0,0,0,0,1,0,0,0,0,0,0,0,0
1,8,0,0,9,2.113283334,0,0,0,0,1,0,0,0,0,0,0,0,0
6,3,0,0,12,3.418295834,0,0,0,0,2,2,0,0,0,0,0,0,0
1,5,0,0,8,2.75,0,0,0,0,1,1,0,1,0,0,0,0,0
6,0,0,1,6,1.918295834,0,0,0,0,1,0,1,0,0,0,0,0,0
3,2,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
0,4,0,0,4,0.811278124,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,0,0,3,1.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0,0,1,14,2.950212065,0,0,0,0,2,0,0,0,0,0,0,0,0
24,0,0,1,27,3.736006946,0,0,0,0,1,3,0,0,0,0,0,0,0
18,3,0,0,26,3.825251737,0,0,0,0,5,1,0,0,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,0,0,8,3,0,0,0,0,1,1,0,1,0,0,0,0,0
7,0,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
15,0,0,0,17,3.175123135,0,0,0,0,1,2,0,0,0,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
12,4,0,0,23,3.653996739,0,0,0,0,5,3,0,1,0,0,0,0,0
9,0,0,0,9,2.503258335,0,0,0,0,1,0,0,0,0,0,0,0,0
0,5,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,0,0,8,2.75,0,0,0,0,1,1,0,1,0,0,0,0,0
6,0,0,0,6,1.918295834,0,0,0,0,1,0,0,0,0,0,0,0,0
3,3,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
0,4,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,2.521640636,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,11,2.913977073,0,0,0,0,2,0,0,0,0,0,0,0,0
22,1,0,3,25,3.91326969,0,0,0,0,1,2,1,0,1,0,0,0,0
1,8,0,0,9,2.725480557,0,0,0,0,1,0,0,0,0,0,0,0,0
8,5,0,0,18,3.419381946,0,0,0,0,4,2,0,1,0,0,0,0,0
0,5,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,5,2.321928095,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
28,0,0,2,31,3.574489861,0,0,0,0,1,3,1,1,0,0,0,0,0
8,2,0,0,14,3.664497779,0,0,0,0,3,2,0,1,0,0,0,0,0
17,0,0,0,19,3.511085408,0,0,0,0,3,0,0,0,0,0,0,0,0
1,5,0,0,8,2.405639062,0,0,0,0,1,1,0,1,0,0,0,0,0
7,0,0,0,7,2.807354922,0,0,0,0,1,0,0,0,0,0,0,0,0
0,4,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
11,4,0,0,15,3.240223929,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,11,2.913977073,0,0,0,0,2,0,0,0,0,0,0,0,0
28,0,0,1,31,3.910179279,0,0,0,0,1,3,0,1,0,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
11,2,0,1,18,3.572431251,0,0,0,0,3,3,1,1,0,0,0,0,0
9,0,0,1,9,2.419381946,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,0,0,8,2.75,0,0,0,0,1,1,0,1,0,0,0,0,0
8,0,0,0,8,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
6,6,0,0,12,2.918295834,0,0,0,0,1,0,0,0,0,0,0,0,0
14,0,0,0,15,3.240223929,0,0,0,0,2,0,0,0,0,0,0,0,0
27,0,0,0,29,3.702471512,0,0,0,0,1,2,0,0,0,0,0,0,0
1,8,0,0,9,2.419381946,0,0,0,0,1,0,0,0,0,0,0,0,0
21,4,0,2,31,3.664707006,0,0,0,0,6,1,1,1,0,0,0,0,0
12,0,0,0,14,3.235926351,0,0,0,0,3,0,0,0,1,0,0,0,0
0,5,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,9,2.503258335,0,0,0,0,1,0,0,0,1,0,0,0,0
0,4,0,0,4,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,7,2.807354922,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,10,2.846439345,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
11,0,0,2,12,2.751629167,0,0,0,0,2,0,1,0,0,0,0,0,0
25,1,0,0,29,3.978333581,0,0,0,0,1,3,0,1,0,0,0,0,0
11,4,0,0,21,3.653756708,0,0,0,0,4,3,0,1,0,0,0,0,0
4,0,0,1,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0
1,5,0,0,8,2.405639062,0,0,0,0,1,1,0,1,0,0,0,0,0
5,0,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
4,5,0,0,9,3.169925001,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
17,2,0,2,22,3.697845823,0,0,0,0,3,1,2,0,0,0,0,0,0
15,0,0,0,17,3.263933429,0,0,0,0,3,0,0,0,0,0,0,0,0
6,0,0,0,6,2.584962501,0,0,0,0,1,0,0,0,0,0,0,0,0
0,4,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
6,1,0,0,7,2.807354922,0,0,0,0,1,0,0,0,0,0,0,0,0
8,0,0,1,8,2.5,0,0,0,0,1,0,1,0,0,0,0,0,0
18,0,0,0,20,3.38418372,0,0,0,0,1,2,0,0,1,0,0,0,0
19,4,0,0,31,3.922771522,0,0,0,0,6,3,0,1,0,0,0,0,0
17,0,0,0,20,3.38418372,0,0,0,0,4,0,0,0,0,0,0,0,0
0,5,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,0,0,8,2.75,0,0,0,0,1,1,0,1,0,0,0,0,0
8,0,0,0,8,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
19,0,0,0,21,3.653756708,0,0,0,0,3,0,0,0,0,0,0,0,0
24,0,0,1,26,3.613337314,0,0,0,0,1,2,1,0,0,0,0,0,0
1,8,0,0,9,2.947702779,0,0,0,0,1,0,0,0,0,0,0,0,0
21,2,0,1,27,3.531941206,0,0,0,0,4,1,0,0,1,0,0,0,0
22,0,0,1,27,3.782122224,0,1,0,0,4,2,0,0,0,0,0,0,0
0,5,0,0,5,1.921928095,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,0,0,8,2.5,0,0,0,0,1,1,0,1,0,0,0,0,0
8,0,0,0,8,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
0,4,0,0,4,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,0,0,6,2.251629167,0,0,0,0,1,0,0,0,0,0,0,0,0
